identifier_file,local_note,title,title_other,title_part,abstract,date_text,collection,collection_identifier,shelf_locator,extent,genre,form,language,name,name_role,name 2,name_role 2,publisher,place_of_origin,series_title,subject_geographic,subject_name,subject_name 2,subject_topical,subject_topical 2,project_title,repository,rights,public_note,public_note 2,note_provenance
0012_000416_000327,,Unsigned letter to S.K. Hicks,,,"Warns of Communism and Civil Liberties Union, quotes article and pamphlet, wishes success.",1925-07-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (2 pages),,correspondence,eng,unknown,Creator,,,,"New York, NY",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"New YorkJuly 3, 1925.
S.K. Hicks,Attorney,Dayton, Tenn.
My dear Mr. Hicks:No doubt you, as me, have become cognizant of the Ã¢â‚¬Å“boring in processÃ¢â‚¬ï¿½ of Communists in America, working in church, in school, in labor or-ganizations under the cover of some appealing name for the suppression of religion, the desecration of family life, the confiscation of property and the overthrow of our government as their ultimate goal.The Civil Liberties Union is classed with the above, which gives a source for concern when we are informed that the Scopes trial or defense is to be financed by them.I will quote from Ã¢â‚¬Å“The New York CommercialÃ¢â‚¬ï¿½ and from R.M. Whitney (now deceased) author of a pamphlet from the Beckwith Press.Ã¢â‚¬Å“The American Civil Liberties Union takes the position that laws purporting to prevent the advocacy of the Ã¢â‚¬Å“overthrow of the government by force and violenceÃ¢â‚¬ï¿½ are not violations of the right of free speech, that the expression of all opinions, however obnoxious should be tolerated.Ã¢â‚¬ï¿½xx Ã¢â‚¬Å“The American Civil Liberties Union opposes any attempt to prevent teachers in the 2public schools and colleges teaching communism or any other destructive doctrine.Ã¢â‚¬ï¿½New York CommercialÃ¢â‚¬Å“The Trade Union Educational League pronounces an in-junction a cancer eating at the heart of the labor movement. They say Ã¢â‚¬Å“lickspittleÃ¢â‚¬ï¿½ judges today are legion. They affirm judges are Ã¢â‚¬Å“lackleys.Ã¢â‚¬ï¿½ They belittle the courts of the nation. xxxIt seems most unfortunate that the revolutionaries of these militant organizations are counting on the peopleÃ¢â‚¬â„¢s revolution, as they call it, to prepare the way to usher in the period which Ã¢â‚¬Å“will produce the Communist Mass Party.Ã¢â‚¬ï¿½ It is equally to be deplored that or-ganizations of men and women under the Civil Liberties dominion are working along parallel lines with the Trade Union Educational League.Something of the scope of the work carried on by the American Civil Liberties Union will be realized when it is known that about 800 lawyers are associated with the work. Some 11 correspondents, both state and local, are circularized regularly for in-formation and receive most of the UnionÃ¢â‚¬â„¢s publi-cations. An extensive clipping service brings the news of every case of any importance and immediate telegrams or letters are sent out offering help in every instance. The Union proceeds on the theory Ã¢â‚¬Å“ours is a definite piece of general propaganda and first aid.Ã¢â‚¬ï¿½ WhitneyÃ¢â‚¬â„¢s pamphlet.Wishing you all success and complete victory -",
0012_000416_000328,,Letter from E.W. Brickert to Sue Hicks,,,"Concerned with treason, Clarence Darrow, atheism, and the goal of evolutionists to teach children to become atheists.",1925-06-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Brickert, E.W.",Creator,,,,"Olympia, WA",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000329,,Letter from N.M. Towder to S.K. Hicks,,,"Encloses articles, speaks to bias of Chicago papers, looks to case as an opportunity to ""shake up"" infidelity and agnosticism.",1925-07-02,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Towder, N.M.",Creator,,,,"Chicago, IL",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"4051 Ellis Ave. Apt Ã¢â‚¬Å“DÃ¢â‚¬ï¿½Chicago, Ill.July 2, 1925
Mr. S.K. Hicks (et al)Dayton, Tenn.Dear Sir:I am enclosing two articles which the Chicago paper refused to publish, but they had plenty of space for such Ã¢â‚¬Å“stuffÃ¢â‚¬ï¿½ as the attached Ã¢â‚¬Å“Could Bible be true?Ã¢â‚¬ï¿½ etc by Darrow.This Darrow is a pronounced agnostic, the Civil Liberties Union advocates Ã¢â‚¬Å“free speechÃ¢â‚¬ï¿½ without any limit. So, you have the proper representation of anti-christ to Russianize America and our universities.Where may we obtain unbiased reports of the trial? I know the papers have all shown their cards: and I see where they stand. They will give every straw of advantage a big type in favor of the agnostic Darrow, who can brag of possibly saving the necks of the arch criminals Loeb & Leopold and made crime a premium.I taught in high schools for 15 years, but had so many other valuable things to teach that I had no time for such hypotheses as evolution. Even if it were true, would it benefit the race.May this case be another opportunity to give Infidelity & agnosticism a shaking up. to save 1000 of our young men. You have my prayers.FraternallyN.M. Towder(The articles contain some good dope)",
0012_000416_000330,,"Handwritten letter from ""Layman,"" ""Scopes case... Sirs,""",,,"Letter suggests the issue is not whether evolution is true, but whether definition of evolution conflicts with the Bible.",1925-07-03,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 letter (2 pages, 12 1/2 in x 7 3/4 in)",,correspondence,eng,unknown,Creator,,,,,,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,One corner has been torn off and was elsewhere in the file.,"[note: one corner has been torn off but is present]
Ã¢â‚¬Å“Congress shall pass no law establishing religion - nor prohibiting the free exercise thereof.Ã¢â‚¬ï¿½7-3-25Scopes Case-Sirs-It matters not whether evolution be true or false - (1) a theory, hypothesis or dogma - The great question at issue is (2) what is evolution and as defined is it in harmony with or conflicting - the biblical creation of man -(3) In the [last?] analysis evolution makes the creation of man as an evolving or evolution through jeans from tadpoles - frogs - monkeys [illegible] and is ergo in con-flict with the biblical creation (separate) of man a doctrine be-lieved in by all Christendom - Catholic + Protestant, a matter of religious belief -(4) Private schools can have in their curriculum whatever they like [marginal note: anarchy & Sovietism] (even agnostics - Paine age of Reason etc) but public schools being supported by the taxes of the people - Protestant, Catholics and non religious cannot in their curriculum (or as privateopinion of teacher) have any thing that conflicts with religious belief, or prohibits the free exercise thereof - I teach my children from 1st chap of genesis that God made man - separate from the fowl of the air or fish of the sea - in his image (not [physical?]) -I pay taxes and teacher tells my child - that is a lie - Is not the free exercise of religion prohibited - Congress shall make no law establishing religion - nor prohibiting the free exercise thereof -(5) What [illegible] - than a certain minister may say about evolution on the witness stands they speak for themselves and not for the churches - the creeds and confessions of the church are absolute on that point - Dr. Fosdick [illegible] say he does not believe in immersion or immac-ulate conception - Is that the belief of the Baptist church - .(5) If evolution conflicting with biblical doctrine of mans creation can be taught in our public schools under guise free instruction etc - what about agnostics - Socratism - free love, Anarchy, and PaineÃ¢â‚¬â„¢s Ã¢â‚¬Å“age of reasonÃ¢â‚¬ï¿½ --Layman-
[note: additional along margin of front page as follows]
They shut the Bible out of the Schools now they want in the schools to teach socalled sciene to refute the Bible still excluding it.",
0012_000416_000331,,Letter from Hicks & Hicks to A. M. Christley,,,Encloses a copy of Bryan's last speech.,1925-07-30,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Hicks, Herbert E.",Creator,,,,"Dayton, TN",,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,Text typed backwards.,,
0012_000416_000332,,Letter from H.B. King to Atty Hicks,,,"Letter discusses immorality, murder as the result of evolutionary teaching, sends pamphlet and articles.",1925-07-06,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 letter (6 pages, 8 in x 5 in)",,correspondence,eng,"King, H.B. ",Creator,,,,"Chicago, IL",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[note: text at top of first page is likely a continuation of postscript]It is not changing in the way he [wishes?].
Chicago, July 6th 25,
Atty Hicks,Dayton [stricken: illegible] Tenn.
Dear sir: In to-dayÃ¢â‚¬â„¢s Chicago Daily News, Darrow announces that he has obtained the consent of Dean Shailer Mathews of Chicago University to testify at the Scopes trial This man is known [stricken: illegible] the country over as the leading anti-Christian teacher, an ex-treme evolutionist, and in his published writings denies every essential fundamental doc-2)trine both of this old and New Testament. Only recently in an address in New York City of which I have an extract he airs [up?] his disbelief in a personal God as taught on every page of the Bible from cover to cover, but calls force God. Hence this so-called force in a cell that has evolved itself by it own inherent power, until it has finally evolved into that wonderful product a university of Chicago professor is God. John Harden in his able book on this subject quotes a number of passages from Matthews where he clearly denies every fundamental and authoritative truth of the N. testa-ment. These men utterly the truth that 3) Christianity is a new birth in-stantaneously wrought by the Holy Spirit in in the spirit of man on meeting the Conditions laid down by the Lord Jesus Christ, and which changes a manÃ¢â‚¬â„¢s whole life, desires and tastes. Countless millions since the dawn of the Christian era have proven to a math-ematical certainy this truth of the Word of God. The un-believer, however learned in worldly wisdom is utterly in the dark here, as that very unbelief closes the door to experimental knowledge. These men now have the stupendous brazen effrontery to go on the stand to endeavor to force the public to allow them to enter the schools and4)teach this soul damning infidelity under the name of science, falsely so called. It will be easy on cross-examination with these writings before you, and an open Bible to compel them to admit their gross antagonism to every truth of the real gospel of the Word of God. This is a real bold attack on the Lord Jesus Christ Him-self by these little 2 by 4 Chicago university egotists, a sample of [stricken: who] some of its finished product is Loeb and Leopold. Every few months in one univisty after another we have murders kidnapings & suicides, and gross im-moralities. The N. Western 5)University (Methodist) of Evanton having had its two murders the [Cal.?] University and so on. Largely if not all together the result of the evolutionary teaching, and pagan philosophy imported from the Orient. The N. Western is full of this ungodly anti-Christian stuff and openly repudiates the authority of the Word of God. I am sending you under a separate cover a pamphlet by Dr. James M. Grey President of Moody Bible Institute full of meat, that you will find very interesting and valuable reading on this subject. The title Ã¢â‚¬Å“Modernism A Revolt Against Christianity A Foe to Good Government.Ã¢â‚¬ï¿½ I am also sending you a clipping of an article that admits the dishonesty practiced by the evolutionist, then winds up with some very poor stuff as [illegible] to allow them to impose this hypothetical teachings to the youthful mind. Yours in His Name for success,H.B. King76249 Cottage Grove Ave.Chicago
My name will be on wrapper of pamphlet so it can readily be found among the large amount of literature you are receiving. In one of the clip-ping you will see that Mathews say that the universe is constantly changing itself, no formal God overseeing things.",
0012_000416_000333,,Letter from G.W. Pratt to Prosecuting Attorney On The Scopes Ape Trial,,,Religious theory on miscegenation and the development of Israel.,1925-07-06,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 letter (13 pages, 8 in x 5 in)",,correspondence,eng,"Pratt, G.W.",Creator,,,,"Rockingham, NC",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"Remember It Would Of Been a Dishonor to Abraham If the Lord Had of made the Gentiles any thing Less than Hebrews
The Lord Is Exalted
Prosecuting Attorney In The Scopes Ape Trial Dear Sir I Appeal to your Excellency In Reference To Mr. Scopes His under--standing Is Choked On The Blindness Of Isreal Ã‚Â¶ Abraham Was a Gentile Before The Lord Blessed Him and made Him a Hebrew. So Abraham Was The Remote Ancestor Of the Hebrew Race. For The Blood Of the2Covenant Was In Him. That,s Why The Lord,s Hands Was Stretched Out To Isreal Before Jesus Was Crucified and Isreal Would not. The Reason The Lord Was So Lenient To Isreal Was Because They Had The Blood Of Abraham In Them. Ã‚Â¶ The Gentiles Were to Be Grafted Into Isreal Because Abraham Was First a Gentile you can understand that By Reading the3Eleventh Chapter of Romans Especially the 28-verseÃ‚Â¶The Lord Says He Will Bring Isreal again you Can understand It Will Be through the GentilesÃ‚Â¶Remember I dont mean the negroes are Gentiles. I dont mean The malays are gentiles and the Like. If all Other Races Were to Be Grafted Into Isreal By nature The Scopes 4Case Would not Be On Hand. For Isreal Would Have Plenty of Room To Expand.Ã‚Â¶ you Can understand The Races the Lord made to Dishonor He never Intended them As Rulers and Leaders
I Will Take up the Ape trial The Lord never made The Life Of Apes and So On Of the Holy Spirit But He made the Life Apes and So on5Of The [illegible] Spirits and not the Holy Spirit. that He made The Soul Of man Of The Holy Spirit Is Sacred For man Is the only Being Requir--Ed to marry For the Life Of the Soul Is In the Replenishing nature Of Life As Life of Eve Soul Was On the Rib taken From Adam,s Side. Ã‚Â¶ The Ape can not Conceive the Thoug--Hts Of the Holy Spirit6[stricken: Of The Holy Spirit] If He could He could make an Airplane, Build Locomotives make Clocks and Watches and Automobiles and So On and So On. Ã‚Â¶ The Ape and the Like and So on Can Conceive the Thoughts Of the Spirit to Which they Belong But they Sure Dont Belong to the Holy Spirit that the Soul of man Belongs to7The Poter made vessels of the Same Lump to Honor and Some to Dishonor So The Lord made The Races.Ã‚Â¶ Where Isreal Is mingled With The Dishonored Races They are known In the Scriptures as The min--gled People With you.Ã‚Â¶ Have you Ever Gave a Serious Thought about Abraham Offering up Isaac On the Altar of Sacrifice. It Seems It Was almost as Hard as It Was With Jesus In the Garden Of Gethsemane night Before He Was Crucified next day8Dont think It Was a myth about Abraham and the angel Speaking Out of Heaven to Him For the Tabernacle of the Lord Was Stan--ding With Abraham then. Later on the Lord called It the Tabernacle Of David In Honor of David. Ã‚Â¶ When Jesus Was Crucified the veil In the Temple Was Rent and the Tabernacle Of David Fell Down to All Excep those that Belonged to the State of Apo--Stleship It Was necessary For them to Have the Benefit of It to Finish Writeing the BibleÃ‚Â¶ The Substitute Given to the9Gentiles Is Equivalent Only to the Simple Past Of the Tabernacle of David. For the Angels Dont Come Down now [stricken: now] Like they Did When the Tabernacle Was Standing. you can understand the Gentiles Could not Entertain Angels By [illegible] [stricken: illegible] Haveing to Send After Peter that Was Because they Did not Have the Blood of the Covenant In them that Was Why the Lord Scattered the Little Remnant Of the Lost Tribes of Isreal Among the Gentiles So they marry and10mingle the Blood With the Gentiles So When The Lord Brings Isreal again It Will Be Through the Gentiles. Ã‚Â¶ the 60 chapter 16 verse of Isaiah they Shall Suck the milk Of the Gentiles and Shalt Suck the Breast Of Kings. that Is the Kings Own Children For they Will Be mingles With Isreal This Last Paragraph the Tabernacle Of David Will Be Standing then. I caint tell How Long It Will Be until then, But the Way the World Is Developed11It Seems It Is not Far Distant. They tell me the Jews Is Building a temple at Jerusalem now. The Outer Court John Was told to Leave Out and measure not For It Is Given to the Gentiles. I understand When the Lord Puts that Court Back Like It Was When the Tabernacle of David Was Stan--ding then He Will Send His Angels Down and uncover the Dark understanding of the Jews and Rebiuld the Tabernacle of David
12The Lord Has mingles the Little Remnant Of Benjamin and the other 10 Lost Tribes Of Isreal With the Gentiles and made the Gentiles Hebrews as He the Lord made Abraham a Hebrew. you can understand It Would Of Been a Dishonors [stricken: illegible] [stricken: W] For The Lord to Of made the Gentiles anything Less than Hebrews. that Is It Would Of Been a Dishonor to Abraham For the Gentiles was the Honored Race13The Gentiles Is the main Center Of the House Of Isreal For All Of them Has a Little Of the Hebrew Blood. Some Of them Looks to Be Full Blood those that Favor the Gentiles may be Whole Brother or Sister to those that Favors Abraham there Remote Ancestor yours RespectfullyG.W. Pratt.Rockingham NC R 4 Box 38 at midway Ã‚Â July th 6 1925-",
0012_000416_000334,,Letter from Alexander Spotswood Dandridge to Prosecuting attorney,,,"Letter expects trial to decide how far evolution can be taught in schools, asserts that God never taught evolution.",1925-07-06,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Dandridge, Alexander Spotswood",Creator,,,,"Winchester, VA",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"[note: postscript written along margin, professional title is written diagonally above signature]
July 6th 1925Winchester Virginia
Prosecuting Attorney of Rhea CountyMy Dear Sir: -We Virginians expect you will in this trial [stricken: illegible] decide just how far Evolution can be taught in the schools of Tennessee. These retired politicians & criminal lawyers may Evolute just so far as they leave all connection between a man with a soul and the monkey without a soul - The Christians of the world do not expects agnostics and so-call scientist to put their construction on the Bible, and try in any way teach doctrines which our blessed Lord never taught.I am sure that it will be clearly set forth in this trial just how far evolution must be taught.Yours SincerelyAlexander Spotswood Dandridge {Civil Engineer}
P.S. I do not know just now the name of gentleman who will represent the prosecuting attorney in this case",
0012_000416_000335,,Letter from William A. Coker to William Jennings Bryan,,,Letter inquires whether Bryan would agree to debate Darrow or other evolutionist in New Orleans.,1925-07-07,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Coker, William A.",Creator,,,,"New Orleans, LA",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000336,,Letter from Austin Finley to William Jennings Bryan,,,Letter offers Temple Tours assistance in planned pilgrimage.,1925-07-07,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Finley, Austin",Creator,,,,"Boston, MA",,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000337,,Letter from Jeannette R. Murphy to Judge Hicks,,,"Letter refers to poem she sent, ""Science Falsely So-Called,"" and asks for mistakes to be corrected.",1925-07-10,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (2 pages),,correspondence,eng,"Murphy, Jeannette Robinson",Creator,,,,"Haywood County, NC",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"Ã¢â‚¬Å“[illegible] CabinÃ¢â‚¬ï¿½[illegible]Haywood Co., No. Ca.July 10, 1925
My dear Judge Hicks,I [illegible, two words] I sent you Ã¢â‚¬Å“Science, Falsely So-Called-Ã¢â‚¬ï¿½ the other day. I see I said [Where?] Enemies in first verse I meant And enemies.Also in second to last verse, you will2be doing me a favour if you will change a mistake in this also in both copies. In the Agassiz verse Please change words Ã¢â‚¬Å“all historyÃ¢â‚¬ï¿½ to [stricken: Race his] race history.Thank you very much for [correcting?] & giving [the?] copy to the greatest orator - Bryan.Yours trulyJeannette R. Murphy.",
0012_000416_000338,,Letter from A. S. Zerbe to Messrs. Hicks and Hicks,,,"Sends a copy of his book, ""Christianity and False Evolutionism,"" and inquires whether more would sell in Dayton.",1925-07-11,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 letter (1 page, 8 1/2 in x 5 1/2 in)",,correspondence,eng,"Zerbe, Alvin Sylvester, 1847-1935",Creator,,,,"Dayton, OH",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000339,,Telegram from William J. Whinery to Thomas Stewart,,,Refers to Indiana cases that may be relevant to prosecution.,1925-07-13,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 telegram,,correspondence,eng,"Whinery, William J.",Creator,,,,"Hammond, IN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000340,,Letter from C.W. Stribling to Hon. Attorney General Tenn.,,,Offers examples of Biblical incompatibility with evolution.,1925-07-12,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (4 pages including envelope),,correspondence,eng,"Stribling, C.W.",Creator,,,,"Fort Scott, KS",,,,,Evolution (Biology)--Religious aspects--Christianity,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000341,,Letter from S.L. Walters to H.E. Hicks,,,Requests assistance in getting manuscript published.,1925-07-14,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (2 pages),,correspondence,eng,"Walters, S.L.",Creator,,,,"Chicago, IL",,,,,Bible and evolution,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"4851 Broadway Chicago IllJuly 14 - 25
Mr H E HicksDayton Tenn.
Gentleman
After writing you the other day, it occurred to me, that it may be possiable that you as some of the men most interested in this anti Evolution trial would be willing to aid me with this influence in having my book published. I feel that it is worthy of attention and should be placed on the market. The Editor of the [once?] Inter. [illegible] who has promised to aid me, and also strongly urged me to go on with my Research work, after a long spell of poor health died just recently.I am now at a loss, to know just what and how to do. No publisher will take my work though this evolution theory. I would like your advise on this, first. I will not let this work go into the hands of any priest or minister. They have never done any thing to bring any deep thought work out of the Bible, may I add, that my next work will put an end to this horriable evolution. How I wish I could see you and have a talk over my work you would be convinced that I am in the right I do not wish to say a great deal about my work,because through the honors that it is going to bring, will cause a lot of jealously. As you may already understand I am a student of the Occult [forces?], have been told I was very good in those deep studys. Now what I wish you to do is this. To try and have Judge J. T Raulston, and will say Attorney General Thomas Stuart, and any one else who you would deem an influential person to endorse my work, so that it would so through the publishing on a royalty basis. Then have you collect any pay that you would agree upon for your self, and the others also, out of the royalties. would leave this all in your hands untill every thing would be settled Now. [then?] should all be willing or agreeable for me to have my work dedicated to Tennessee.I only mention this over my gratitude to Tenn. will say as soon as I put this first work on the market. I will then spend the rest of my life in this research work. My work will lead on up to who Christ was. I cannot begin to tell you the work that I can bring out of the Bible.Trusting I am not infringing on your valuable time by so lengthy a letter.Respectfully YoursS. L Walters.",
0012_000416_000342,,Books and Speeches of William Jennings Bryan,,,Pamphlet lists materials available from various publishers.,unknown,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 pamphlet (4 pages, 5 1/2 in x 3 1/4 in)",,pamphlets,eng,"Bryan, William Jennings, 1860-1925",Author,,,,,,,"Bryan, William Jennings, 1860-1925",,,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000343,,Letter from Kit C. Elswick to Herbert and Sue K. Hicks,,,Letter from school friend congratulating them and hoping to correspond.,1925-07-14,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Elswick, Kit C.",Creator,,,,"Louisa, KY",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000344,,Letter from Hicks & Hicks to Kit C. Elswick,,,"Thanks for letter received, gives verdict of trial, congratulates on success.",1925-07-22,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Hicks, Herbert E.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000345,,"Stewart, himself an athletic fighting type...",,,Typed page describes some of the key figures in the Scopes trial.,1925-07-18,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 manuscript (1 page),,manuscripts (document genre),eng,"Hollister, Howard K.",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,"This is the second of a two-page document. The complete document, ""Dayton Contrasts,"" is found in Box 5, Folder 14.",,
0012_000416_000346,,Letter from Ignatius I. Murphy to S.K. Hicks,,,"Written on reverse of his poem, ""Behold the Flag,"" as appreciation for Hicks's ""sterling Americanism.""",1925-07-14,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (2 pages),,correspondence,eng,"Murphy, Ignatius I.",Creator,,,,"Hays, KS",,,,, ,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000347,,Letter from Hicks & Hicks to Ignatius I. Murphy,,,Thanks and praise for poem.,1925-07-21,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Hicks, Herbert E.",Creator,,,,"Dayton, TN",,,,, ,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000348,,Telegram from H.M. Hughes to A.T. Stewart,,,Offers examples of prayer in government.,1925-07-15,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 telegram ,,correspondence,eng,"Hughes, H.M.",Creator,,,,"Riverton, LA",,,,,Bible,,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
0012_000416_000349,"May only be counted as two pages, unless each page should be counted by the same measurements. Letter folded oddly",Letter from Otto Weber to Supt. of Schools,,,Was told that Scopes was going to marry a chimpanzee and have children and wonders if this is true.,1925-07-15,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10","1 letter (2 pages, 6 1/2 in xÃ‚Â 11 in)",,correspondence,eng,"Weber, Otto",Creator,,,,"Kansas City, MO",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,"Kansas City, Mo.July 15th 1925Mr. Supt. of schools,Dayton, Tenn.
Some body told me that Mr Scopes, who is tried at Dayton for teaching evolution, is going to marry a champanzee, and Mr Darrow the lawyer is going to perform the marriage cermony. Is all this true?The [parties?] read this in a paper, said Mr Darrow wants Mr Scopes to raise children by the monkey tribe and show the church people that man came from the monkeyÃ¢â‚¬â„¢s. This fellow said that the chimpanzee was at Dayton, and all was to take place at or in front of the court house. Please let me no when it takes place, as I want to no if a man and chimpanzee can have children.Yours Respectfully,Otto Weber 1630 Genseee St.",
0012_000416_000350,,Letter from William Jennings Bryan to Col. P.H. Callahan,,,"Acknowledges letter, discusses trial, expresses pleasure at recent visit.",1925-07-17,Sue K. Hicks Papers,MPA.0136,"Box 5, Folder 10",1 letter (1 page),,correspondence,eng,"Bryan, William Jennings, 1860-1925",Creator,,,,"Dayton, TN",,,,,"Scopes, John Thomas--Trials, litigation, etc.",,Sue K. Hicks' Papers on the Scopes Trial,"University of Tennessee, Knoxville.  Special Collections",The copyright interests in this item remain with the creator. For more information contact Special Collections at special@utk.edu.,,,
